Rk,Team,Date,xG,Cmp,TklW,Subs,Recov,Live,GCA,TotDist,SCA,Rec,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Rec,PrgR,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Off,Blocks,Subs,Mn/Sub,Off,PKwon,PKcon,OG,Recov,Match Report
118,Brighton,2017-09-24,1.0,365,8,1,43,439,2,1593,14,363,,Newcastle Utd,eng Premier League,W 1-0,1,0,+1,49,1,0,0,0,1.0,1.0,-0.5,-0.5,0.6,0.7,0.0,0.0,+0.4,0.14,7,0.14,0.33,3,42.9,12.7,0,365,487,74.9,5,26,6,1,41,7193,2475,152,176,86.4,143,181,79.0,58,102,56.9,14,11,2,1,0,0,0,2,1,1,0,0,0,0,306,1593,780,13,9,1,7,8,363,41,363,41,306,1593,780,13,9,1,7,8,16,8,7,7,2,7,18,38.9,11,14,5,9,11,27,44,1,439,47,8,1,6,21,25,2,2,0,0,1,6,1,10,1,0,0,0,43,Match Report
119,Arsenal,2017-09-25,2.2,565,9,3,52,614,3,2634,28,564,,West Brom,eng Premier League,W 2-0,2,0,+2,69,1,1,1,0,2.2,1.4,+1.3,+0.5,0.8,1.4,-0.2,-0.4,-0.8,0.09,15,0.07,0.20,5,33.3,19.1,3,565,660,85.6,9,49,10,0,63,9745,3402,249,278,89.6,249,283,88.0,48,71,67.6,28,16,2,3,2,4,1,3,1,0,0,1,1,0,540,2634,1431,26,24,8,22,10,564,63,564,63,540,2634,1431,26,24,8,22,10,15,9,6,5,4,4,14,28.6,10,5,2,3,12,27,25,1,614,46,13,4,9,18,19,7,3,1,1,0,5,3,6,0,1,0,0,52,Match Report
120,West Brom,2017-09-25,0.9,203,12,3,47,263,0,1301,12,201,@,Arsenal,eng Premier League,L 0-2,0,2,-2,31,0,0,0,0,0.9,0.9,-1.3,-0.5,0.2,0.3,-0.9,-0.9,-0.2,0.13,7,0.00,0.00,2,28.6,16.6,0,203,303,67.0,4,15,5,1,24,4034,1765,80,95,84.2,77,104,74.0,33,77,42.9,12,6,1,2,1,1,1,0,0,0,0,0,0,0,211,1301,531,4,6,1,14,11,201,24,201,24,211,1301,531,4,6,1,14,11,16,12,6,7,3,6,19,31.6,13,7,4,3,20,36,25,0,263,40,8,1,1,13,16,4,4,0,0,0,5,3,24,0,0,1,0,47,Match Report
121,Swansea City,2017-09-30,0.2,437,14,3,53,506,0,2038,12,432,@,West Ham,eng Premier League,L 0-1,0,1,-1,56,0,0,0,0,0.2,0.2,-0.5,-0.5,0.1,0.1,-0.2,-0.2,-0.1,0.04,6,0.00,0.00,1,16.7,27.0,1,437,558,78.3,4,32,1,0,42,7730,2601,204,228,89.5,171,206,83.0,52,100,52.0,12,9,1,1,0,1,0,0,0,0,0,0,0,0,336,2038,1031,17,17,1,14,11,432,41,432,41,336,2038,1031,17,17,1,14,11,14,14,8,6,0,6,12,50.0,6,11,2,9,12,26,21,0,506,52,15,0,4,21,29,1,1,0,0,0,8,3,24,0,0,0,0,53,Match Report
122,Southampton,2017-09-30,1.4,564,10,3,59,629,2,2699,40,561,@,Stoke City,eng Premier League,L 1-2,1,2,-1,70,1,0,0,0,1.4,1.4,-1.0,-0.2,1.3,2.0,-0.4,-0.4,-0.3,0.07,21,0.05,0.33,3,14.3,16.3,0,564,675,83.6,19,37,14,4,55,9605,2942,273,296,92.2,222,252,88.1,55,90,61.1,40,31,3,2,2,2,0,2,1,0,0,1,0,0,528,2699,1341,25,21,5,16,11,561,53,561,53,528,2699,1341,25,21,5,16,11,14,10,10,3,1,4,8,50.0,4,16,9,7,14,28,19,1,629,43,12,3,3,27,20,6,2,3,0,3,11,3,20,3,0,1,0,59,Match Report
123,Watford,2017-09-30,1.4,489,13,2,63,559,4,2473,29,487,@,West Brom,eng Premier League,D 2-2,2,2,0,65,2,0,0,0,1.4,1.4,-0.5,-0.5,1.4,0.9,+0.6,+0.6,+0.6,0.10,15,0.13,0.67,3,20.0,17.1,0,489,609,80.3,12,45,9,1,59,8863,3180,230,258,89.1,178,216,82.4,69,112,61.6,29,22,2,1,1,2,1,4,2,1,0,0,1,0,455,2473,1359,34,19,4,11,16,487,59,487,59,455,2473,1359,34,19,4,11,16,21,13,13,5,3,8,18,44.4,10,6,2,4,5,26,22,0,559,49,12,0,6,27,22,6,5,0,0,1,9,2,23,1,0,0,0,63,Match Report
124,Manchester City,2017-09-30,0.9,605,17,3,61,650,2,2882,33,601,@,Chelsea,eng Premier League,W 1-0,1,0,+1,61,1,0,0,0,0.9,0.9,+0.4,+0.4,0.8,1.0,+0.1,+0.1,+0.2,0.05,17,0.06,0.20,5,29.4,18.0,1,605,696,86.9,14,41,12,2,68,10700,3550,261,285,91.6,266,296,89.9,62,88,70.5,33,25,5,1,0,2,0,2,2,0,0,0,0,0,572,2882,1528,37,21,8,11,12,601,66,601,66,572,2882,1528,37,21,8,11,12,19,17,9,8,2,6,16,37.5,10,13,0,13,11,30,21,0,650,46,15,5,2,20,19,8,0,7,0,0,8,3,8,0,0,0,0,61,Match Report
125,Leicester City,2017-09-30,0.6,239,13,3,66,341,0,1292,12,235,@,Bournemouth,eng Premier League,D 0-0,0,0,0,39,0,0,0,0,0.6,0.6,-0.8,-0.8,0.1,0.1,-0.6,-0.6,-0.1,0.08,8,0.00,0.00,1,12.5,22.6,0,239,387,61.8,3,25,2,1,29,4260,1972,120,157,76.4,60,88,68.2,43,108,39.8,12,9,1,1,1,0,0,0,0,0,0,0,0,0,207,1292,734,8,6,1,10,8,235,28,235,28,207,1292,734,8,6,1,10,8,19,13,9,9,1,7,21,33.3,14,10,4,6,13,32,42,0,341,43,7,0,4,15,18,5,4,1,0,3,12,3,28,3,0,0,0,66,Match Report
126,Chelsea,2017-09-30,0.5,345,13,3,59,390,0,1494,8,341,,Manchester City,eng Premier League,L 0-1,0,1,-1,39,0,0,0,0,0.5,0.5,-0.4,-0.4,0.5,0.5,-0.5,-0.5,-0.5,0.14,4,0.00,0.00,2,50.0,11.5,0,345,450,76.7,4,20,5,2,31,6146,2428,154,173,89.0,139,160,86.9,36,74,48.6,8,4,2,0,0,2,0,0,0,0,0,0,0,0,285,1494,714,7,5,2,14,13,341,29,341,29,285,1494,714,7,5,2,14,13,19,13,12,6,1,7,15,46.7,8,11,6,5,9,28,23,0,390,52,12,0,8,14,25,4,1,0,0,8,14,3,31,8,0,0,0,59,Match Report
127,Crystal Palace,2017-09-30,0.4,320,11,3,58,377,0,1620,12,318,@,Manchester Utd,eng Premier League,L 0-4,0,4,-4,41,0,0,0,0,0.4,0.4,-2.4,-2.4,0.4,0.6,-0.4,-0.4,-0.4,0.06,6,0.00,0.00,1,16.7,18.0,0,320,421,76.0,6,17,9,4,19,5361,2364,180,203,88.7,103,126,81.7,30,72,41.7,12,9,1,1,0,1,0,0,0,0,0,0,0,0,329,1620,660,17,14,6,26,16,318,18,318,18,329,1620,660,17,14,6,26,16,20,11,7,11,2,10,22,45.5,12,18,5,13,14,34,18,0,377,43,8,0,2,21,17,5,5,0,0,1,14,3,21,1,0,0,0,58,Match Report
128,Tottenham,2017-09-30,1.5,488,11,3,59,550,7,1578,23,486,@,Huddersfield,eng Premier League,W 4-0,4,0,+4,59,4,0,0,0,1.5,1.5,+1.3,+1.3,0.9,0.8,+2.5,+2.5,+2.1,0.11,14,0.29,0.57,7,50.0,16.4,0,488,611,79.9,9,35,10,1,44,9748,3544,158,185,85.4,257,297,86.5,67,103,65.0,23,16,2,4,0,0,1,7,5,1,1,0,0,0,363,1578,858,14,7,3,13,16,486,44,486,44,363,1578,858,14,7,3,13,16,16,11,7,6,3,9,14,64.3,5,13,3,10,7,23,35,0,550,59,11,0,7,16,30,7,5,1,0,2,14,3,10,2,0,0,0,59,Match Report
129,Manchester Utd,2017-09-30,2.8,505,7,3,63,561,8,1772,32,500,,Crystal Palace,eng Premier League,W 4-0,4,0,+4,59,4,0,0,0,2.8,2.8,+2.4,+2.4,2.5,1.5,+1.2,+1.2,+1.5,0.16,18,0.22,0.57,7,38.9,14.0,0,505,611,82.7,16,28,11,5,36,8886,2956,204,226,90.3,198,219,90.4,62,101,61.4,32,24,4,2,1,1,0,8,5,1,1,0,1,0,373,1772,941,21,11,5,9,10,500,36,500,36,373,1772,941,21,11,5,9,10,17,7,5,10,2,1,11,9.1,10,12,1,11,11,28,20,0,561,48,10,1,3,19,21,6,3,2,0,2,14,3,19,2,0,0,0,63,Match Report
130,West Brom,2017-09-30,1.9,216,18,3,66,280,4,1245,15,213,,Watford,eng Premier League,D 2-2,2,2,0,35,2,0,0,0,1.9,1.9,+0.5,+0.5,1.1,0.5,+0.1,+0.1,-0.1,0.22,9,0.22,0.50,4,44.4,15.4,0,216,326,66.3,5,26,5,1,28,4460,2123,89,103,86.4,80,113,70.8,40,90,44.4,15,12,2,1,0,0,0,4,3,0,1,0,0,0,214,1245,532,12,7,3,12,13,213,28,213,28,214,1245,532,12,7,3,12,13,25,18,13,10,2,9,18,50.0,9,13,6,7,10,35,46,0,280,45,12,2,1,18,11,7,6,0,0,1,6,3,27,1,0,0,0,66,Match Report
131,Huddersfield,2017-09-30,0.2,299,16,3,61,372,0,1447,9,298,,Tottenham,eng Premier League,L 0-4,0,4,-4,41,0,0,0,0,0.2,0.2,-1.3,-1.3,0.1,0.1,-0.2,-0.2,-0.1,0.04,6,0.00,0.00,1,16.7,23.7,0,299,429,69.7,3,14,2,0,15,5428,2281,133,158,84.2,100,133,75.2,47,91,51.6,9,5,0,1,0,0,3,0,0,0,0,0,0,0,240,1447,634,14,8,1,15,7,298,15,298,15,240,1447,634,14,8,1,15,7,25,16,12,10,3,9,21,42.9,12,13,2,11,21,46,28,2,372,53,6,1,1,23,31,4,2,1,0,4,15,3,23,4,0,0,0,61,Match Report
132,Stoke City,2017-09-30,2.4,189,7,3,48,239,3,974,28,184,,Southampton,eng Premier League,W 2-1,2,1,+1,30,2,0,1,1,2.4,1.6,+1.0,+0.2,1.4,0.5,-0.4,+0.4,+0.6,0.12,16,0.13,0.40,5,31.3,16.3,0,189,295,64.1,9,13,5,1,22,3745,1928,84,107,78.5,77,108,71.3,27,67,40.3,28,17,2,2,6,1,0,3,0,1,0,2,0,0,188,974,458,11,11,4,21,10,184,22,184,22,188,974,458,11,11,4,21,10,14,7,8,3,3,3,18,16.7,15,15,6,9,12,26,44,1,239,55,12,0,3,10,21,5,2,3,0,1,7,3,9,1,1,0,0,48,Match Report
133,West Ham,2017-09-30,0.7,322,17,3,62,382,2,1967,18,315,,Swansea City,eng Premier League,W 1-0,1,0,+1,44,1,0,0,0,0.7,0.7,+0.5,+0.5,0.7,0.4,+0.3,+0.3,+0.3,0.08,9,0.11,0.25,4,44.4,14.3,0,322,433,74.4,9,26,9,7,26,6658,2718,133,153,86.9,127,166,76.5,58,99,58.6,18,13,3,1,0,1,0,2,2,0,0,0,0,0,298,1967,920,16,13,1,23,8,315,26,315,26,298,1967,920,16,13,1,23,8,22,17,9,11,2,11,17,64.7,6,9,2,7,17,39,26,0,382,50,13,0,8,26,29,2,0,1,1,1,12,3,18,1,0,0,0,62,Match Report
134,Bournemouth,2017-09-30,1.4,460,9,3,69,544,0,3024,36,459,,Leicester City,eng Premier League,D 0-0,0,0,0,61,0,0,0,0,1.4,1.4,+0.8,+0.8,1.2,0.9,-1.4,-1.4,-1.2,0.08,19,0.00,0.00,4,21.1,19.4,0,460,595,77.3,15,52,16,1,69,7969,3204,213,256,83.2,201,245,82.0,44,80,55.0,36,31,1,1,3,0,0,0,0,0,0,0,0,0,471,3024,1679,35,23,16,19,10,459,69,459,69,471,3024,1679,35,23,16,19,10,12,9,7,2,3,4,14,28.6,10,12,3,9,4,16,31,0,544,50,13,2,2,27,23,7,7,0,0,1,11,3,11,1,0,0,0,69,Match Report
135,Arsenal,2017-10-01,2.4,636,11,3,53,693,3,2828,40,636,,Brighton,eng Premier League,W 2-0,2,0,+2,64,2,0,0,0,2.4,2.4,+2.0,+2.0,2.0,1.8,-0.4,-0.4,-1.0,0.10,25,0.08,0.25,8,32.0,18.4,2,636,734,86.6,18,48,15,0,65,9954,3014,324,352,92.0,255,284,89.8,38,59,64.4,40,26,3,4,5,2,0,3,1,0,1,1,0,0,582,2828,1595,31,38,6,18,7,636,65,636,65,582,2828,1595,31,38,6,18,7,15,11,10,3,2,8,18,44.4,10,10,3,7,11,26,20,0,693,39,9,1,3,12,17,6,4,0,0,2,9,3,16,2,0,0,0,53,Match Report
136,Brighton,2017-10-01,0.4,299,6,3,46,351,0,1530,17,298,@,Arsenal,eng Premier League,L 0-2,0,2,-2,36,0,0,0,0,0.4,0.4,-2.0,-2.0,0.3,0.4,-0.4,-0.4,-0.3,0.04,9,0.00,0.00,1,11.1,19.9,0,299,410,72.9,7,20,6,2,31,5090,2008,138,151,91.4,108,140,77.1,31,82,37.8,17,10,3,2,0,1,1,0,0,0,0,0,0,0,255,1530,722,16,15,3,8,7,298,31,298,31,255,1530,722,16,15,3,8,7,10,6,9,1,0,3,13,23.1,10,16,9,7,19,29,24,1,351,56,8,0,4,18,26,5,5,0,0,3,8,3,16,3,0,0,0,46,Match Report
137,Newcastle Utd,2017-10-01,0.3,215,10,3,48,282,2,989,14,213,,Liverpool,eng Premier League,D 1-1,1,1,0,33,1,0,0,0,0.3,0.3,-1.0,-1.0,0.1,0.3,+0.7,+0.7,-0.1,0.04,8,0.13,0.20,5,62.5,24.8,0,215,331,65.0,4,16,1,0,25,3873,1955,101,126,80.2,75,108,69.4,28,76,36.8,14,13,0,0,0,1,0,2,2,0,0,0,0,0,202,989,469,12,8,3,13,14,213,25,213,25,202,989,469,12,8,3,13,14,14,10,10,4,0,0,10,0.0,10,11,6,5,13,27,39,1,282,48,8,3,2,10,21,1,0,1,0,1,7,3,10,1,0,0,0,48,Match Report
138,Everton,2017-10-01,1.1,421,5,3,57,513,0,2357,49,418,,Burnley,eng Premier League,L 0-1,0,1,-1,63,0,0,0,0,1.1,1.1,+0.7,+0.7,0.9,1.8,-1.1,-1.1,-0.9,0.04,25,0.00,0.00,4,16.0,21.4,0,421,554,76.0,20,47,15,6,59,8069,2864,162,190,85.3,194,225,86.2,55,113,48.7,49,47,1,0,0,1,0,0,0,0,0,0,0,0,344,2357,1354,35,26,10,11,12,418,59,418,59,344,2357,1354,35,26,10,11,12,8,5,6,1,1,2,9,22.2,7,9,2,7,4,12,44,0,513,40,8,3,3,34,15,9,3,6,0,1,14,3,20,1,0,0,0,57,Match Report
139,Liverpool,2017-10-01,1.3,553,10,3,47,625,2,2353,32,552,@,Newcastle Utd,eng Premier League,D 1-1,1,1,0,67,1,0,0,0,1.3,1.3,+1.0,+1.0,0.7,1.2,-0.3,-0.3,-0.7,0.09,17,0.06,0.50,2,11.8,17.8,1,553,676,81.8,12,65,15,5,82,10417,3561,201,228,88.2,289,332,87.0,53,91,58.2,32,25,1,1,4,1,0,2,1,0,1,0,0,0,400,2353,1244,19,22,1,15,14,552,82,552,82,400,2353,1244,19,22,1,15,14,16,10,6,8,2,2,5,40.0,3,8,2,6,13,29,15,0,625,49,11,0,5,27,24,5,2,3,0,2,10,3,14,2,0,0,0,47,Match Report
140,Burnley,2017-10-01,0.4,195,10,1,47,276,2,1058,9,195,@,Everton,eng Premier League,W 1-0,1,0,+1,37,1,0,0,0,0.4,0.4,-0.7,-0.7,0.4,0.5,+0.6,+0.6,+0.6,0.08,5,0.20,0.50,2,40.0,14.0,0,195,332,58.7,4,19,6,2,17,4537,2224,77,103,74.8,68,99,68.7,43,104,41.3,9,7,1,1,0,0,0,2,1,0,1,0,0,0,186,1058,544,10,10,2,15,6,195,17,195,17,186,1058,544,10,10,2,15,6,18,10,13,4,1,6,13,46.2,7,18,8,10,13,31,63,0,276,55,15,0,4,17,18,3,3,0,0,1,10,1,3,1,0,0,0,47,Match Report
141,Stoke City,2017-10-14,0.5,167,9,3,33,207,2,835,10,166,@,Manchester City,eng Premier League,L 2-7,2,7,-5,21,1,0,0,0,0.5,0.5,-3.3,-3.3,0.5,0.4,+0.5,+0.5,+0.5,0.11,5,0.20,1.00,1,20.0,21.2,0,167,252,66.3,4,14,2,1,13,2924,1331,82,97,84.5,51,71,71.8,22,62,35.5,10,7,0,3,0,0,0,2,2,0,0,0,0,0,136,835,438,7,7,2,10,6,166,13,166,13,136,835,438,7,7,2,10,6,12,9,9,2,1,3,8,37.5,5,8,0,8,11,23,19,1,207,44,7,0,1,2,13,0,0,0,0,1,2,3,43,1,0,0,0,33,Match Report
142,Burnley,2017-10-14,1.2,394,6,3,53,461,2,1971,37,390,,West Ham,eng Premier League,D 1-1,1,1,0,62,1,0,0,0,1.2,1.2,+0.3,+0.3,0.7,1.2,-0.2,-0.2,+0.3,0.06,20,0.05,0.20,5,25.0,21.3,2,394,509,77.4,11,43,13,4,55,7529,2845,152,178,85.4,182,223,81.6,52,87,59.8,37,26,4,3,2,2,0,2,2,0,0,0,0,0,352,1971,1078,23,26,2,16,6,390,55,390,55,352,1971,1078,23,26,2,16,6,12,6,4,6,2,7,13,53.8,6,5,1,4,6,18,15,1,461,46,13,1,3,22,21,7,2,2,2,2,6,3,33,2,0,0,0,53,Match Report
143,Manchester City,2017-10-14,3.8,840,11,3,46,894,13,3311,39,834,,Stoke City,eng Premier League,W 7-2,7,2,+5,79,7,0,0,0,3.8,3.8,+3.3,+3.3,3.1,2.9,+3.2,+3.2,+3.9,0.19,20,0.35,0.64,11,55.0,16.1,2,840,931,90.2,16,55,22,2,91,12943,4093,466,496,94.0,305,335,91.0,46,61,75.4,39,34,1,1,1,2,0,13,12,0,1,0,0,0,712,3311,1940,38,28,11,10,9,834,90,834,90,712,3311,1940,38,28,11,10,9,12,11,4,7,1,6,12,50.0,6,3,1,2,10,22,6,0,894,35,7,3,2,14,18,5,0,1,0,2,11,3,24,2,0,0,1,46,Match Report
144,Crystal Palace,2017-10-14,1.7,334,14,3,68,414,2,1662,24,333,,Chelsea,eng Premier League,W 2-1,2,1,+1,43,1,0,0,0,1.7,1.7,+0.9,+0.9,1.2,0.6,-0.7,-0.7,-0.2,0.12,14,0.07,0.20,5,35.7,18.9,1,334,466,71.7,10,19,7,1,30,4994,1898,173,197,87.8,121,149,81.2,21,86,24.4,24,14,2,3,1,2,2,2,1,0,1,0,0,0,316,1662,772,19,13,8,18,13,333,29,333,29,316,1662,772,19,13,8,18,13,23,14,7,12,4,7,20,35.0,13,16,3,13,15,38,27,1,414,51,11,1,1,11,23,5,3,0,1,1,9,3,9,1,0,0,0,68,Match Report
145,Manchester Utd,2017-10-14,0.2,287,12,3,49,346,0,1169,8,284,@,Liverpool,eng Premier League,D 0-0,0,0,0,38,0,0,0,0,0.2,0.2,-1.3,-1.3,0.1,0.1,-0.2,-0.2,-0.1,0.04,6,0.00,0.00,1,16.7,24.2,0,287,394,72.8,2,18,2,0,18,4821,1875,129,143,90.2,98,128,76.6,33,81,40.7,8,5,0,1,1,0,1,0,0,0,0,0,0,0,208,1169,546,9,9,3,13,10,284,17,284,17,208,1169,546,9,9,3,13,10,21,12,14,7,0,5,27,18.5,22,11,6,5,12,33,31,1,346,47,10,0,2,14,23,3,0,3,0,1,10,3,18,1,0,0,0,49,Match Report
146,Watford,2017-10-14,1.6,390,12,3,55,471,3,1865,20,384,,Arsenal,eng Premier League,W 2-1,2,1,+1,46,1,1,1,0,1.6,0.8,+0.6,-0.2,0.4,0.7,+0.4,+0.2,-0.4,0.09,10,0.10,1.00,1,10.0,18.7,0,390,509,76.6,8,31,7,3,36,7028,2399,181,209,86.6,155,186,83.3,43,90,47.8,20,15,0,1,2,1,1,3,1,0,0,1,1,0,379,1865,909,18,14,7,12,13,384,33,384,33,379,1865,909,18,14,7,12,13,15,12,5,9,1,3,5,60.0,2,5,0,5,16,31,25,0,471,37,9,1,3,19,19,2,1,1,0,1,9,3,22,1,1,0,0,55,Match Report
147,West Ham,2017-10-14,0.9,203,6,3,37,260,2,1097,13,201,@,Burnley,eng Premier League,D 1-1,1,1,0,38,1,0,0,0,0.9,0.9,-0.3,-0.3,0.8,0.3,+0.1,+0.1,+0.2,0.11,8,0.13,0.17,6,75.0,22.4,0,203,315,64.4,6,17,5,1,23,4404,2178,80,103,77.7,84,110,76.4,39,95,41.1,13,11,1,1,0,0,0,2,1,0,1,0,0,0,181,1097,507,8,11,1,12,5,201,23,201,23,181,1097,507,8,11,1,12,5,9,6,6,3,0,3,12,25.0,9,8,7,1,13,22,32,0,260,54,13,0,0,10,18,4,1,2,0,1,5,3,21,1,0,0,0,37,Match Report
148,Tottenham,2017-10-14,1.8,653,9,3,43,699,2,2300,32,653,,Bournemouth,eng Premier League,W 1-0,1,0,+1,72,1,0,0,0,1.8,1.8,+1.6,+1.6,1.5,1.9,-0.8,-0.8,-1.5,0.10,18,0.06,0.17,6,33.3,17.3,1,653,757,86.3,13,65,16,2,73,13110,3730,244,266,91.7,297,324,91.7,103,143,72.0,32,25,2,2,2,1,0,2,2,0,0,0,0,0,457,2300,1135,22,13,4,16,7,653,73,653,73,457,2300,1135,22,13,4,16,7,19,9,1,15,3,5,7,71.4,2,12,1,11,7,26,20,0,699,55,7,0,14,32,32,9,6,3,0,3,7,3,8,3,0,0,0,43,Match Report
149,Liverpool,2017-10-14,1.5,533,15,3,53,583,0,2381,36,528,,Manchester Utd,eng Premier League,D 0-0,0,0,0,62,0,0,0,0,1.5,1.5,+1.3,+1.3,1.4,1.7,-1.5,-1.5,-1.4,0.08,19,0.00,0.00,5,26.3,17.9,0,533,645,82.6,17,37,8,1,51,9253,3358,219,247,88.7,271,307,88.3,34,69,49.3,36,26,2,6,2,0,0,0,0,0,0,0,0,0,410,2381,1399,39,15,13,14,16,528,51,528,51,410,2381,1399,39,15,13,14,16,17,15,6,10,1,7,17,41.2,10,8,3,5,7,24,29,1,583,59,14,0,1,26,32,7,1,6,0,3,8,3,10,3,0,0,0,53,Match Report
150,Swansea City,2017-10-14,1.5,305,9,3,48,351,3,1261,11,305,,Huddersfield,eng Premier League,W 2-0,2,0,+2,41,2,0,0,0,1.5,1.5,+0.8,+0.8,1.4,0.4,+0.5,+0.5,+0.6,0.25,7,0.29,0.67,3,42.9,14.5,1,305,403,75.7,4,31,4,1,32,5903,2396,134,158,84.8,118,143,82.5,50,89,56.2,11,6,0,1,2,1,1,3,1,0,0,1,0,1,197,1261,539,13,9,7,15,11,305,32,305,32,197,1261,539,13,9,7,15,11,15,9,2,12,1,3,15,20.0,12,13,4,9,13,28,18,0,351,51,15,1,4,17,23,5,3,2,0,1,6,3,13,1,0,0,0,48,Match Report
151,Chelsea,2017-10-14,0.8,486,13,3,68,555,2,2776,28,480,@,Crystal Palace,eng Premier League,L 1-2,1,2,-1,57,1,0,0,0,0.8,0.8,-0.9,-0.9,0.5,0.6,+0.2,+0.2,+0.5,0.05,15,0.07,0.20,5,33.3,20.0,1,486,610,79.7,11,43,5,1,61,9111,3128,205,225,91.1,181,231,78.4,73,95,76.8,28,18,5,1,2,1,1,2,1,1,0,0,0,0,441,2776,1559,25,16,1,19,16,480,61,480,61,441,2776,1559,25,16,1,19,16,23,13,6,14,3,10,21,47.6,11,11,3,8,11,34,38,2,555,49,7,3,8,21,19,8,1,4,2,6,16,3,37,6,0,0,1,68,Match Report
152,Arsenal,2017-10-14,1.0,464,12,3,62,546,1,1978,17,459,@,Watford,eng Premier League,L 1-2,1,2,-1,54,1,0,0,0,1.0,1.0,-0.6,+0.2,1.0,1.0,0.0,0.0,0.0,0.11,9,0.11,0.17,6,66.7,20.6,0,464,586,79.2,8,33,7,0,57,8356,2985,210,240,87.5,197,240,82.1,50,86,58.1,17,16,1,0,0,0,0,1,0,1,0,0,0,0,418,1978,1109,25,15,5,17,12,459,57,459,57,418,1978,1109,25,15,5,17,12,18,12,6,8,4,5,11,45.5,6,11,3,8,9,27,37,0,546,40,9,7,6,13,15,5,4,0,0,0,6,3,20,0,0,1,0,62,Match Report
153,Huddersfield,2017-10-14,0.7,481,12,3,48,540,0,2016,12,474,@,Swansea City,eng Premier League,L 0-2,0,2,-2,59,0,0,0,0,0.7,0.7,-0.8,-0.8,0.7,0.4,-0.7,-0.7,-0.7,0.10,7,0.00,0.00,2,28.6,21.5,0,481,582,82.6,6,23,7,2,43,9195,3324,186,207,89.9,235,263,89.4,56,95,58.9,12,10,0,2,0,0,0,0,0,0,0,0,0,0,324,2016,1022,24,19,4,21,12,474,42,474,42,324,2016,1022,24,19,4,21,12,16,12,10,5,1,5,8,62.5,3,5,1,4,8,24,18,2,540,42,13,0,3,20,18,3,3,0,0,0,12,3,29,0,0,0,0,48,Match Report
154,Bournemouth,2017-10-14,0.2,190,10,3,33,238,0,848,7,189,@,Tottenham,eng Premier League,L 0-1,0,1,-1,28,0,0,0,0,0.2,0.2,-1.6,-1.6,0.2,0.2,-0.2,-0.2,-0.2,0.05,5,0.00,0.00,1,20.0,16.0,0,190,289,65.7,4,16,4,2,17,3852,1833,79,108,73.1,82,103,79.6,28,72,38.9,7,7,0,0,0,0,0,0,0,0,0,0,0,0,151,848,368,8,6,1,11,14,189,17,189,17,151,848,368,8,6,1,11,14,11,10,8,3,0,4,12,33.3,8,12,8,4,7,18,33,0,238,50,12,0,2,11,19,5,1,4,0,1,13,3,13,1,0,0,0,33,Match Report
155,Everton,2017-10-15,1.5,380,15,3,56,447,2,1863,24,379,@,Brighton,eng Premier League,D 1-1,1,1,0,53,0,1,1,0,1.5,0.7,+0.5,-0.3,0.6,0.8,-0.5,-0.7,-0.6,0.06,12,0.00,0.00,5,41.7,19.5,1,380,494,76.9,10,32,6,1,43,6926,2889,175,206,85.0,147,176,83.5,46,81,56.8,24,18,1,2,0,3,0,2,0,1,0,0,1,0,313,1863,1004,18,9,4,17,12,379,43,379,43,313,1863,1004,18,9,4,17,12,20,15,14,5,1,7,16,43.8,9,14,6,8,8,28,31,0,447,46,15,1,2,14,22,1,1,0,0,1,14,3,10,1,1,0,0,56,Match Report
156,Southampton,2017-10-15,1.5,523,11,3,54,581,4,2269,24,521,,Newcastle Utd,eng Premier League,D 2-2,2,2,0,62,1,1,1,0,1.5,0.7,+0.4,-0.4,0.7,0.6,+0.5,+0.3,+0.3,0.07,11,0.09,1.00,1,9.1,19.9,0,523,631,82.9,9,50,11,2,64,9684,3085,207,231,89.6,242,271,89.3,57,99,57.6,24,20,3,0,0,1,0,4,3,0,0,0,1,0,502,2269,1154,15,11,0,15,11,521,62,521,62,502,2269,1154,15,11,0,15,11,11,11,5,3,3,2,11,18.2,9,13,6,7,11,22,36,1,581,49,11,0,7,21,24,3,3,0,0,1,9,3,22,1,1,0,0,54,Match Report
